Process Data Points,Process Averages,Process LCLs,Process UCLs
5,10.024999999999999,3.3168170306706743,16.733182969329327
10,10.024999999999999,3.3168170306706743,16.733182969329327
7,10.024999999999999,3.3168170306706743,16.733182969329327
9,10.024999999999999,3.3168170306706743,16.733182969329327
8,10.024999999999999,3.3168170306706743,16.733182969329327
9,10.024999999999999,3.3168170306706743,16.733182969329327
12,10.024999999999999,3.3168170306706743,16.733182969329327
8,10.024999999999999,3.3168170306706743,16.733182969329327
8,10.024999999999999,3.3168170306706743,16.733182969329327
12,10.024999999999999,3.3168170306706743,16.733182969329327
14,10.024999999999999,3.3168170306706743,16.733182969329327
10,10.024999999999999,3.3168170306706743,16.733182969329327
9,10.024999999999999,3.3168170306706743,16.733182969329327
13,10.024999999999999,3.3168170306706743,16.733182969329327
12,10.024999999999999,3.3168170306706743,16.733182969329327
10,10.024999999999999,3.3168170306706743,16.733182969329327
9,10.024999999999999,3.3168170306706743,16.733182969329327
10,10.024999999999999,3.3168170306706743,16.733182969329327
11,10.024999999999999,3.3168170306706743,16.733182969329327
9,10.024999999999999,3.3168170306706743,16.733182969329327
7,10.024999999999999,3.3168170306706743,16.733182969329327
11,10.024999999999999,3.3168170306706743,16.733182969329327
12,10.024999999999999,3.3168170306706743,16.733182969329327
11,10.024999999999999,3.3168170306706743,16.733182969329327
10,10.024999999999999,3.3168170306706743,16.733182969329327
11,10.024999999999999,3.3168170306706743,16.733182969329327
15,10.024999999999999,3.3168170306706743,16.733182969329327
11,10.024999999999999,3.3168170306706743,16.733182969329327
8,10.024999999999999,3.3168170306706743,16.733182969329327
11,10.024999999999999,3.3168170306706743,16.733182969329327
8,10.024999999999999,3.3168170306706743,16.733182969329327
13,10.024999999999999,3.3168170306706743,16.733182969329327
10,10.024999999999999,3.3168170306706743,16.733182969329327
13,10.024999999999999,3.3168170306706743,16.733182969329327
10,10.024999999999999,3.3168170306706743,16.733182969329327
12,10.024999999999999,3.3168170306706743,16.733182969329327
12,10.024999999999999,3.3168170306706743,16.733182969329327
8,10.024999999999999,3.3168170306706743,16.733182969329327
6,10.024999999999999,3.3168170306706743,16.733182969329327
7,10.024999999999999,3.3168170306706743,16.733182969329327
