Process Data Points,Process Averages,Process LCLs,Process UCLs
79.8715,45.133575,-69.01918686579381,159.2863368657938
74.7168,45.133575,-69.01918686579381,159.2863368657938
8.2247,45.133575,-69.01918686579381,159.2863368657938
79.9093,45.133575,-69.01918686579381,159.2863368657938
1.5105,45.133575,-69.01918686579381,159.2863368657938
28.5214,45.133575,-69.01918686579381,159.2863368657938
2.7646,45.133575,-69.01918686579381,159.2863368657938
43.9004,45.133575,-69.01918686579381,159.2863368657938
13.6692,45.133575,-69.01918686579381,159.2863368657938
98.3701,45.133575,-69.01918686579381,159.2863368657938
81.1024,45.133575,-69.01918686579381,159.2863368657938
28.5612,45.133575,-69.01918686579381,159.2863368657938
13.2256,45.133575,-69.01918686579381,159.2863368657938
4.7798,45.133575,-69.01918686579381,159.2863368657938
14.9497,45.133575,-69.01918686579381,159.2863368657938
28.4122,45.133575,-69.01918686579381,159.2863368657938
1.2575,45.133575,-69.01918686579381,159.2863368657938
50.2143,45.133575,-69.01918686579381,159.2863368657938
76.8795,45.133575,-69.01918686579381,159.2863368657938
7.0276,45.133575,-69.01918686579381,159.2863368657938
34.265,45.133575,-69.01918686579381,159.2863368657938
92.0686,45.133575,-69.01918686579381,159.2863368657938
11.1494,45.133575,-69.01918686579381,159.2863368657938
69.2746,45.133575,-69.01918686579381,159.2863368657938
7.6875,45.133575,-69.01918686579381,159.2863368657938
32.8829,45.133575,-69.01918686579381,159.2863368657938
38.1938,45.133575,-69.01918686579381,159.2863368657938
88.8837,45.133575,-69.01918686579381,159.2863368657938
95.5251,45.133575,-69.01918686579381,159.2863368657938
77.3087,45.133575,-69.01918686579381,159.2863368657938
17.5406,45.133575,-69.01918686579381,159.2863368657938
88.7572,45.133575,-69.01918686579381,159.2863368657938
53.6481,45.133575,-69.01918686579381,159.2863368657938
98.0103,45.133575,-69.01918686579381,159.2863368657938
32.6855,45.133575,-69.01918686579381,159.2863368657938
88.6267,45.133575,-69.01918686579381,159.2863368657938
4.9452,45.133575,-69.01918686579381,159.2863368657938
52.6114,45.133575,-69.01918686579381,159.2863368657938
12.433,45.133575,-69.01918686579381,159.2863368657938
70.9774,45.133575,-69.01918686579381,159.2863368657938
