Process Data Points,Process Averages,Process LCLs,Process UCLs
0.02710510805248037,0.01967924358104278,0.01161777480556405,0.027740712356521507
0.018735807040672722,0.01967924358104278,0.012976929013874138,0.02638155814821142
0.02408932127614625,0.01967924358104278,0.012079465922464325,0.027279021239621233
0.02056339803572253,0.01967924358104278,0.012657644221571538,0.02670084294051402
0.017828456552185096,0.01967924358104278,0.013141235120954442,0.026217252041131116
0.01809862865785728,0.01967924358104278,0.01309188295785435,0.026266604204231207
0.01991409656166196,0.01967924358104278,0.01276938897823684,0.02658909818384872
0.02397586780953235,0.01967924358104278,0.012097383378694947,0.02726110378339061
0.015336618846066663,0.01967924358104278,0.013615324226061275,0.025743162936024282
0.01676488514335276,0.01967924358104278,0.013339248865040794,0.026019238297044764
0.019962857108064735,0.01967924358104278,0.012760934607959084,0.026597552554126474
0.02315420468780028,0.01967924358104278,0.012228432722336702,0.027130054439748856
0.019416165608242938,0.01967924358104278,0.012856322647901233,0.026502164514184325
0.021351765315914848,0.01967924358104278,0.012524311782426838,0.02683417537965872
0.018034417965310075,0.01967924358104278,0.013103578728458923,0.026254908433626635
0.019673839223811957,0.01967924358104278,0.01281119808012397,0.02654728908196159
0.02082692254623707,0.01967924358104278,0.012612795772636737,0.026745691389448822
0.01953628479058226,0.01967924358104278,0.012835250000577362,0.026523237161508194
0.019257021735978142,0.01967924358104278,0.012884342088711876,0.02647414507337368
0.017849340145593497,0.01967924358104278,0.013137407051212281,0.026221080110873277
0.0210553377439353,0.01967924358104278,0.012574151497784604,0.026784335664300954
0.019660585549253356,0.01967924358104278,0.01281351186785409,0.026544975294231467
0.019417884823398707,0.01967924358104278,0.012856020584927994,0.026502466577157564
0.01785935135728838,0.01967924358104278,0.013135572738871268,0.02622291442321429
0.018811249428138017,0.01967924358104278,0.012963448659726661,0.026395038502358897
0.018883943813468935,0.01967924358104278,0.012950484878586731,0.02640800228349883
0.017961886314192186,0.01967924358104278,0.013116815206212011,0.026241671955873548
0.02112366267411839,0.01967924358104278,0.012562632762327766,0.02679585439975779
0.023258448107960135,0.01967924358104278,0.012211679269144552,0.027146807892941008
0.017538510403449753,0.01967924358104278,0.01319461722554266,0.026163869936542898
0.016626871634980975,0.01967924358104278,0.013365399154236087,0.02599308800784947
0.02519659961809514,0.01967924358104278,0.011906764314835568,0.02745172284724999
0.023710152865283062,0.01967924358104278,0.012139513793164072,0.027218973368921484
0.019871959006533203,0.01967924358104278,0.012776703358907373,0.026581783803178185
0.021494769946313587,0.01967924358104278,0.012500391491520052,0.026858095670565504
0.020630511763569382,0.01967924358104278,0.012646195193858675,0.026712291968226883
0.017512446314501294,0.01967924358104278,0.01319943743874282,0.026159049723342737
0.016716550245645525,0.01967924358104278,0.01334839489226176,0.026010092269823797
0.01827166661078582,0.01967924358104278,0.013060467543591973,0.026298019618493585
0.022197915504744526,0.01967924358104278,0.012383917613310199,0.02697456954877536
