Process Data Points,Process Averages,Process LCLs,Process UCLs
0.02710510805248037,0.01967924358104278,0.004186225455291414,0.03517226170679415
0.018735807040672722,0.01967924358104278,0.006798330193461653,0.0325601569686239
0.02408932127614625,0.01967924358104278,0.005073531359693378,0.03428495580239218
0.02056339803572253,0.01967924358104278,0.006184709374205032,0.033173777787880526
0.017828456552185096,0.01967924358104278,0.007114103604742478,0.032244383557343076
0.01809862865785728,0.01967924358104278,0.00701925563364067,0.03233923152844489
0.01991409656166196,0.01967924358104278,0.006399467204160205,0.032959019957925356
0.02397586780953235,0.01967924358104278,0.0051079662104482094,0.034250520951637345
0.015336618846066663,0.01967924358104278,0.008025236712518518,0.03133325044956704
0.01676488514335276,0.01967924358104278,0.007494658390938443,0.031863828771147115
0.019962857108064735,0.01967924358104278,0.006383219084170763,0.032975268077914795
0.02315420468780028,0.01967924358104278,0.0053598247628977875,0.03399866239918777
0.019416165608242938,0.01967924358104278,0.006566541586925958,0.0327919455751596
0.021351765315914848,0.01967924358104278,0.005928463030771564,0.03343002413131399
0.018034417965310075,0.01967924358104278,0.007041733272767976,0.03231675388931758
0.019673839223811957,0.01967924358104278,0.0064798184641351834,0.03287866869795038
0.02082692254623707,0.01967924358104278,0.006098516913301101,0.03325997024878446
0.01953628479058226,0.01967924358104278,0.006526042899150927,0.032832444262934635
0.019257021735978142,0.01967924358104278,0.006620391042458575,0.03273809611962698
0.017849340145593497,0.01967924358104278,0.007106746588849503,0.03225174057323606
0.0210553377439353,0.01967924358104278,0.0060242480092818,0.03333423915280376
0.019660585549253356,0.01967924358104278,0.006484265241297051,0.03287422192078851
0.019417884823398707,0.01967924358104278,0.006565961064039888,0.03279252609804567
0.01785935135728838,0.01967924358104278,0.007103221296481686,0.03225526586560387
0.018811249428138017,0.01967924358104278,0.006772422833777561,0.032586064328308
0.018883943813468935,0.01967924358104278,0.006747508255333724,0.03261097890675183
0.017961886314192186,0.01967924358104278,0.007067171936051461,0.032291315226034095
0.02112366267411839,0.01967924358104278,0.00600211060700576,0.033356376555079795
0.023258448107960135,0.01967924358104278,0.005327626963563202,0.034030860198522354
0.017538510403449753,0.01967924358104278,0.007216696561064748,0.032141790601020806
0.016626871634980975,0.01967924358104278,0.00754491559787928,0.03181357156420628
0.02519659961809514,0.01967924358104278,0.0047416229678284155,0.03461686419425714
0.023710152865283062,0.01967924358104278,0.005188934988371292,0.034169552173714264
0.019871959006533203,0.01967924358104278,0.006413524423193526,0.03294496273889203
0.021494769946313587,0.01967924358104278,0.005882491569377413,0.03347599559270814
0.020630511763569382,0.01967924358104278,0.006162705940486207,0.03319578122159935
0.017512446314501294,0.01967924358104278,0.007225960338244812,0.03213252682384075
0.016716550245645525,0.01967924358104278,0.007512235779062069,0.03184625138302349
0.01827166661078582,0.01967924358104278,0.006958879590992523,0.03239960757109303
0.022197915504744526,0.01967924358104278,0.00565864502769374,0.03369984213439182
